Marque,Modele,Annee_modele,Km,Date_premiere_mise_en_circulation,Carburant,Boite_vitesse,Puissance,Critere_air,Couleur,Type_vehicule,Pays,Prix_neuf,Prix_occassion
Volkswagen,Golf,2018,141822,2021-01-07,Diesel,Automatique,110,Euro 5,Noir,Crossover,Japon,25000,19108.0
Citroen,C3,2013,129775,2015-08-14,Essence,Manuelle,150,Euro 4,Gris,Berline,Japon,16000,9075.0
Ford,Kuga,2005,127473,2006-08-22,Gaz,Manuelle,200,Euro 3,Noir,Crossover,Espagne,34000,11625.0
Tesla,Model S,2006,99348,2009-05-23,Essence,Automatique,200,Euro 3,Rouge,Break,USA,95000,36260.0
Peugeot,3008,2013,136872,2014-01-17,Gaz,Manuelle,150,Euro 4,Bleu,Break,USA,35000,20520.0
Kia,Ceed,2020,104410,2023-05-15,Gaz,Manuelle,90,Euro 6,Noir,Monospace,Espagne,23000,19812.0
Tesla,Model S,2008,73173,2010-08-03,Gaz,Automatique,150,Euro 3,Noir,SUV,Japon,95000,45000.0
Volkswagen,Passat,2023,199493,2024-08-20,Gaz,Automatique,150,Euro 6,Bleu,SUV,Japon,36000,31980.0
Volkswagen,Tiguan,2017,13174,2018-05-23,Gaz,Manuelle,90,Euro 5,Bleu,Break,Italie,40000,33072.0
Renault,Clio,2006,203490,2006-12-19,Essence,Manuelle,150,Euro 3,Bleu,Berline,France,17000,4550.0
Citroen,C4,2024,198619,2027-12-23,Essence,Manuelle,150,Euro 6,Blanc,Crossover,France,24000,19845.0
Toyota,Corolla,2015,119901,2016-06-06,Diesel,Manuelle,110,Euro 5,Gris,SUV,France,28000,18042.0
Renault,Clio,2015,53012,2016-09-13,Essence,Automatique,200,Euro 5,Blanc,Break,Italie,17000,13600.0
Toyota,Corolla,2019,116354,2021-07-17,Electrique,Manuelle,90,Euro 1,Blanc,SUV,Espagne,28000,25086.0
Ford,Kuga,2019,132924,2021-12-23,Diesel,Manuelle,110,Euro 5,Blanc,Break,Japon,34000,25272.0
Dacia,Duster,2011,18892,2013-02-18,Gaz,Manuelle,90,Euro 4,Rouge,Crossover,Espagne,19900,13380.0
Citroen,C5 Aircross,2005,149016,2007-06-14,Essence,Manuelle,200,Euro 3,Bleu,Crossover,Allemagne,35000,10440.0
Kia,Sportage,2019,165927,2020-03-11,Electrique,Automatique,90,Euro 1,Blanc,SUV,Allemagne,34000,28911.0
Peugeot,208,2011,87634,2013-11-26,Hybride,Automatique,200,Euro 1,Gris,SUV,France,18000,13250.0
Peugeot,5008,2008,226655,2010-02-02,Diesel,Automatique,90,Euro 3,Gris,Monospace,Allemagne,42000,13470.0
Ford,Fiesta,2017,75372,2018-06-05,Hybride,Automatique,150,Euro 1,Bleu,Berline,Espagne,18000,17640.0
Peugeot,208,2021,115630,2021-07-04,Hybride,Manuelle,200,Euro 1,Blanc,SUV,Italie,18000,18400.0
Toyota,Yaris,2020,129877,2022-01-16,Essence,Automatique,130,Euro 6,Blanc,SUV,USA,19000,16188.0
Mercedes,Classe C,2009,137075,2012-09-27,Essence,Automatique,130,Euro 3,Noir,Crossover,France,55000,24066.0
Citroen,C4,2015,59118,2018-07-16,Hybride,Manuelle,110,Euro 1,Blanc,Crossover,Espagne,24000,19108.0
Audi,A4,2021,62625,2022-02-08,Hybride,Manuelle,200,Euro 1,Blanc,Monospace,France,48000,45050.0
Mercedes,Classe A,2019,25288,2021-04-03,Electrique,Manuelle,200,Euro 1,Bleu,Monospace,USA,38000,37350.0
Audi,A6,2009,224017,2010-12-21,Essence,Automatique,110,Euro 3,Noir,Monospace,Espagne,72000,24453.0
Mercedes,Classe A,2015,121276,2015-04-23,Hybride,Automatique,130,Euro 1,Noir,Break,Espagne,38000,27023.0
Audi,A6,2013,41827,2016-08-15,Gaz,Manuelle,130,Euro 4,Bleu,Crossover,Italie,72000,47124.0
Tesla,Model S,2020,115374,2020-02-16,Essence,Automatique,200,Euro 6,Blanc,Crossover,Japon,95000,75460.0
Peugeot,5008,2011,169224,2011-06-14,Essence,Automatique,110,Euro 4,Noir,SUV,France,42000,19845.0
Ford,Fiesta,2010,223630,2013-03-13,Diesel,Automatique,150,Euro 4,Blanc,SUV,Espagne,18000,7740.0
Kia,Rio,2015,55093,2015-05-23,Hybride,Manuelle,200,Euro 1,Noir,Monospace,Japon,18900,16252.0
Toyota,Yaris,2019,171229,2021-07-29,Essence,Automatique,110,Euro 5,Bleu,Crossover,Japon,19000,14348.0
Renault,Megane,2008,162885,2009-11-18,Essence,Manuelle,150,Euro 3,Gris,SUV,Espagne,25000,9180.0
Hyundai,i30,2021,234628,2021-04-28,Electrique,Automatique,150,Euro 1,Gris,SUV,USA,22000,20740.0
Peugeot,3008,2009,109370,2010-12-31,Diesel,Automatique,90,Euro 3,Blanc,SUV,Japon,35000,17055.0
BMW,Serie 3,2008,16655,2009-05-06,Diesel,Manuelle,90,Euro 3,Blanc,Berline,Allemagne,45000,23409.0
BMW,X5,2022,99889,2022-02-12,Essence,Manuelle,90,Euro 6,Rouge,Break,Italie,80000,67915.0
Hyundai,Tucson,2018,154264,2021-01-27,Essence,Automatique,130,Euro 5,Rouge,Monospace,Italie,35000,24991.0
Toyota,Hilux,2017,162426,2017-05-09,Essence,Automatique,150,Euro 5,Gris,Break,Allemagne,45000,29925.0
BMW,Serie 1,2013,134513,2015-04-26,Diesel,Manuelle,90,Euro 4,Noir,Berline,Espagne,35000,19386.0
Peugeot,208,2011,118980,2013-11-25,Diesel,Automatique,90,Euro 4,Bleu,Crossover,France,18000,10450.0
Hyundai,Tucson,2020,209469,2021-04-16,Gaz,Automatique,200,Euro 6,Noir,SUV,Italie,35000,27540.0
Ford,Fiesta,2006,69602,2007-04-25,Essence,Automatique,90,Euro 3,Gris,Break,USA,18000,7960.0
Ford,Focus,2021,57001,2024-05-24,Gaz,Manuelle,150,Euro 6,Rouge,Break,Italie,26000,24940.0
Hyundai,i20,2009,138367,2010-12-15,Gaz,Automatique,90,Euro 3,Noir,Crossover,Espagne,19500,10038.0
BMW,Serie 5,2013,198216,2016-10-23,Essence,Automatique,130,Euro 4,Noir,Monospace,Allemagne,65000,32304.0
BMW,Serie 1,2018,221474,2018-06-22,Diesel,Manuelle,110,Euro 5,Bleu,Berline,Italie,35000,21660.0
Ford,Fiesta,2022,40954,2025-09-04,Electrique,Automatique,150,Euro 1,Blanc,Break,France,18000,23850.0
Citroen,C5 Aircross,2009,144848,2010-07-27,Essence,Automatique,130,Euro 3,Bleu,Monospace,Italie,35000,15293.0
Volkswagen,Golf,2008,71229,2010-10-01,Essence,Automatique,200,Euro 3,Bleu,Crossover,Espagne,25000,12600.0
Hyundai,i20,2016,210596,2018-09-07,Essence,Manuelle,110,Euro 5,Noir,Break,USA,19500,10780.0
Toyota,RAV4,2015,147275,2018-01-24,Gaz,Automatique,90,Euro 5,Gris,Crossover,France,37000,24426.0
Tesla,Model 3,2005,13135,2006-08-01,Gaz,Manuelle,90,Euro 3,Gris,Monospace,Allemagne,45000,19908.0
Toyota,RAV4,2023,79468,2026-12-18,Gaz,Manuelle,90,Euro 6,Bleu,SUV,Espagne,37000,35460.0
Kia,Rio,2019,230132,2021-04-15,Essence,Automatique,130,Euro 5,Blanc,Berline,France,18900,13144.0
Audi,A3,2014,102550,2016-09-16,Gaz,Automatique,150,Euro 4,Gris,Crossover,Espagne,34000,23400.0
Volkswagen,Tiguan,2013,191317,2015-06-06,Essence,Automatique,90,Euro 4,Bleu,Monospace,USA,40000,20112.0
Ford,Fiesta,2020,27778,2022-03-01,Essence,Automatique,90,Euro 6,Noir,SUV,France,18000,17114.0
Mercedes,GLC,2022,66683,2022-11-09,Gaz,Manuelle,150,Euro 6,Gris,Break,Espagne,85000,77440.0
Peugeot,3008,2021,96603,2023-12-29,Electrique,Automatique,130,Euro 1,Blanc,Crossover,Japon,35000,35506.0
Ford,Fiesta,2021,128278,2022-05-22,Electrique,Automatique,130,Euro 1,Gris,Crossover,Italie,18000,20777.0
Tesla,Model 3,2010,136133,2011-07-31,Gaz,Manuelle,150,Euro 4,Rouge,Monospace,USA,45000,21600.0
Volkswagen,Golf,2018,189576,2019-04-03,Hybride,Automatique,90,Euro 1,Bleu,Monospace,Espagne,25000,19776.0
Hyundai,i20,2014,166054,2017-09-03,Essence,Manuelle,200,Euro 4,Blanc,Monospace,Espagne,19500,11070.0
Renault,Megane,2006,123769,2007-03-12,Gaz,Automatique,90,Euro 3,Gris,Break,USA,25000,9996.0
Volkswagen,Passat,2024,116439,2027-06-04,Gaz,Automatique,90,Euro 6,Noir,Crossover,Espagne,36000,35956.0
Kia,Rio,2016,177096,2018-04-27,Essence,Automatique,110,Euro 5,Blanc,Break,Allemagne,18900,12390.0
Citroen,C3,2008,47760,2008-11-10,Essence,Automatique,130,Euro 3,Bleu,Crossover,USA,16000,8784.0
Mercedes,Classe C,2013,55577,2016-06-12,Hybride,Manuelle,130,Euro 1,Bleu,Berline,USA,55000,36766.0
Toyota,Hilux,2011,147135,2014-02-14,Hybride,Manuelle,130,Euro 1,Gris,Berline,USA,45000,23171.0
Volkswagen,Passat,2020,207031,2020-01-06,Diesel,Manuelle,110,Euro 6,Blanc,Monospace,Italie,36000,25228.0
Renault,Megane,2016,22368,2016-10-05,Diesel,Automatique,110,Euro 5,Gris,Crossover,Espagne,25000,20794.0
Audi,Q5,2022,125145,2024-02-13,Electrique,Automatique,130,Euro 1,Blanc,Break,Espagne,65000,60106.0
Toyota,RAV4,2020,243268,2021-07-16,Electrique,Manuelle,200,Euro 1,Rouge,Monospace,France,37000,28160.0
Peugeot,5008,2018,118536,2019-11-07,Essence,Manuelle,110,Euro 5,Noir,Monospace,Espagne,42000,29891.0
Citroen,C5 Aircross,2023,25063,2023-08-10,Diesel,Automatique,200,Euro 6,Bleu,Berline,France,35000,37050.0
Toyota,Corolla,2023,236357,2026-08-04,Electrique,Automatique,150,Euro 1,Noir,Monospace,Japon,28000,27010.0
Audi,Q5,2015,90307,2016-10-17,Hybride,Automatique,200,Euro 1,Blanc,Berline,Allemagne,65000,46080.0
Tesla,Model S,2016,235706,2017-12-13,Essence,Automatique,200,Euro 5,Rouge,Break,Espagne,95000,51940.0
Audi,A6,2008,82985,2010-08-07,Essence,Automatique,130,Euro 3,Bleu,SUV,Allemagne,72000,32692.0
Audi,A4,2016,13758,2018-11-06,Diesel,Manuelle,150,Euro 5,Blanc,Berline,Japon,48000,37125.0
Citroen,C3,2009,235743,2012-10-27,Diesel,Manuelle,90,Euro 3,Gris,Crossover,France,16000,5408.0
Hyundai,i20,2010,239827,2012-12-05,Hybride,Automatique,130,Euro 1,Noir,Break,Allemagne,19500,9030.0
BMW,X5,2020,64261,2022-10-22,Gaz,Manuelle,90,Euro 6,Rouge,Crossover,Japon,80000,67568.0
Kia,Ceed,2019,62209,2020-11-18,Hybride,Manuelle,150,Euro 1,Gris,Break,USA,23000,21725.0
Dacia,Duster,2006,154090,2008-08-08,Essence,Automatique,150,Euro 3,Blanc,Berline,Italie,19900,6944.0
Ford,Focus,2010,249626,2011-12-24,Diesel,Automatique,130,Euro 4,Rouge,Break,Allemagne,26000,9962.0
Mercedes,Classe A,2020,71924,2020-09-13,Essence,Manuelle,90,Euro 6,Rouge,Break,Espagne,38000,30699.0
Audi,Q5,2012,64837,2012-02-17,Hybride,Automatique,90,Euro 1,Rouge,Monospace,France,65000,41122.0
Hyundai,Tucson,2012,10597,2012-09-08,Diesel,Manuelle,200,Euro 4,Bleu,Berline,France,35000,23310.0
Citroen,C4,2019,16893,2020-05-05,Electrique,Automatique,110,Euro 1,Blanc,Monospace,Italie,24000,26964.0
Dacia,Duster,2023,181718,2024-04-04,Hybride,Manuelle,130,Euro 1,Bleu,Crossover,Allemagne,19900,19118.0
Kia,Rio,2013,228959,2016-10-27,Essence,Automatique,150,Euro 4,Noir,Berline,France,18900,9630.0
Hyundai,i20,2013,124584,2013-12-17,Diesel,Manuelle,130,Euro 4,Noir,Berline,Allemagne,19500,11440.0
Peugeot,208,2005,241315,2008-04-18,Diesel,Automatique,130,Euro 3,Bleu,Monospace,Allemagne,18000,4047.0
Hyundai,i20,2006,119624,2007-06-30,Diesel,Manuelle,130,Euro 3,Rouge,Berline,Espagne,19500,7280.0
Tesla,Model 3,2006,247858,2006-01-05,Diesel,Automatique,150,Euro 3,Bleu,Break,USA,45000,10670.0
Mercedes,GLC,2014,54741,2017-01-19,Diesel,Automatique,200,Euro 4,Gris,Crossover,Espagne,85000,57850.0
Ford,Kuga,2006,134517,2006-12-04,Diesel,Manuelle,110,Euro 3,Blanc,SUV,Allemagne,34000,11583.0
Hyundai,Tucson,2010,172124,2012-05-03,Hybride,Manuelle,90,Euro 1,Noir,Break,Allemagne,35000,15949.0
Toyota,RAV4,2007,122299,2010-06-17,Diesel,Automatique,130,Euro 3,Bleu,Berline,France,37000,14911.0
Dacia,Spring,2012,204331,2014-12-14,Essence,Manuelle,110,Euro 4,Noir,Monospace,USA,22000,9724.0
Renault,Clio,2009,214657,2011-01-09,Essence,Automatique,150,Euro 3,Noir,Berline,Espagne,17000,6630.0
Volkswagen,Tiguan,2006,217427,2006-01-03,Diesel,Automatique,130,Euro 3,Blanc,Monospace,USA,40000,10825.0
Mercedes,Classe A,2017,110070,2018-11-16,Diesel,Automatique,150,Euro 5,Rouge,SUV,Allemagne,38000,28220.0
Citroen,C4,2020,158190,2021-02-17,Hybride,Manuelle,90,Euro 1,Noir,SUV,Espagne,24000,20367.0
Hyundai,i30,2015,51648,2017-02-07,Diesel,Automatique,200,Euro 5,Blanc,Crossover,Espagne,22000,17680.0
BMW,Serie 5,2007,201381,2009-10-12,Essence,Manuelle,150,Euro 3,Rouge,Berline,Espagne,65000,18995.0
Mercedes,Classe C,2010,236665,2011-01-23,Diesel,Manuelle,110,Euro 4,Noir,Break,Japon,55000,19635.0
Kia,Ceed,2011,14108,2012-06-05,Gaz,Manuelle,130,Euro 4,Blanc,Crossover,Japon,23000,15480.0
Peugeot,208,2016,96608,2019-06-21,Gaz,Manuelle,90,Euro 5,Gris,Monospace,France,18000,13668.0
Ford,Focus,2012,90227,2015-03-27,Diesel,Automatique,200,Euro 4,Bleu,Crossover,Espagne,26000,16500.0
BMW,Serie 3,2007,28942,2008-11-15,Essence,Automatique,150,Euro 3,Gris,Berline,Italie,45000,22325.0
Audi,A4,2010,91126,2011-02-27,Diesel,Manuelle,200,Euro 4,Rouge,Berline,Italie,48000,24500.0
Citroen,C4,2007,214476,2007-03-26,Gaz,Manuelle,110,Euro 3,Blanc,SUV,Japon,24000,7448.0
Dacia,Sandero,2013,137694,2013-09-23,Gaz,Automatique,110,Euro 4,Rouge,SUV,Allemagne,15900,11070.0
Mercedes,Classe E,2019,157132,2020-05-09,Electrique,Manuelle,150,Euro 1,Rouge,Break,Italie,75000,57050.0
BMW,Serie 5,2009,79549,2012-06-10,Diesel,Manuelle,110,Euro 3,Blanc,SUV,Espagne,65000,31728.0
Toyota,Hilux,2010,82538,2012-12-22,Diesel,Automatique,200,Euro 4,Noir,Crossover,Italie,45000,24500.0
Toyota,Yaris,2023,73968,2025-06-27,Hybride,Automatique,110,Euro 1,Rouge,Break,Italie,19000,22590.0
Volkswagen,Tiguan,2008,188244,2010-05-11,Essence,Manuelle,150,Euro 3,Rouge,Break,Espagne,40000,13770.0
Toyota,Corolla,2011,53336,2013-07-19,Essence,Manuelle,130,Euro 4,Gris,Break,Allemagne,28000,15848.0
Citroen,C4,2011,227276,2014-11-17,Gaz,Automatique,150,Euro 4,Blanc,Crossover,Allemagne,24000,11310.0
Toyota,Yaris,2019,75090,2019-09-20,Electrique,Manuelle,110,Euro 1,Noir,Crossover,USA,19000,19578.0
Dacia,Duster,2012,159110,2013-09-27,Hybride,Manuelle,200,Euro 1,Gris,Berline,France,19900,12201.0
Volkswagen,Tiguan,2024,89440,2024-06-28,Gaz,Automatique,130,Euro 6,Rouge,Crossover,Japon,40000,41216.0
Toyota,RAV4,2014,128968,2015-02-16,Essence,Automatique,130,Euro 4,Blanc,Monospace,France,37000,22794.0
Hyundai,i30,2005,125736,2005-02-19,Diesel,Manuelle,200,Euro 3,Bleu,SUV,France,22000,7440.0
Peugeot,3008,2022,82222,2023-11-26,Hybride,Manuelle,200,Euro 1,Blanc,Break,USA,35000,34400.0
Tesla,Model X,2017,166218,2018-01-22,Diesel,Automatique,150,Euro 5,Blanc,Break,Allemagne,120000,77805.0
Mercedes,Classe C,2006,196850,2008-08-03,Diesel,Manuelle,200,Euro 3,Bleu,SUV,France,55000,15390.0
Audi,A6,2011,83324,2011-02-08,Gaz,Manuelle,110,Euro 4,Noir,SUV,Italie,72000,39538.0
Mercedes,Classe C,2012,68808,2015-04-26,Gaz,Automatique,200,Euro 4,Blanc,Monospace,USA,55000,35090.0
Toyota,Hilux,2011,146747,2011-10-05,Gaz,Automatique,90,Euro 4,Noir,Crossover,France,45000,23218.0
Peugeot,5008,2009,13339,2010-05-08,Diesel,Automatique,110,Euro 3,Bleu,Break,Espagne,42000,24354.0
Citroen,C3,2016,222345,2017-11-01,Essence,Automatique,150,Euro 5,Noir,Monospace,France,16000,9990.0
Tesla,Model 3,2006,186165,2008-09-11,Essence,Manuelle,150,Euro 3,Noir,SUV,USA,45000,12740.0
Audi,A4,2022,174899,2025-10-08,Diesel,Manuelle,200,Euro 6,Blanc,SUV,Allemagne,48000,38500.0
Hyundai,i20,2011,99418,2012-06-30,Diesel,Automatique,200,Euro 4,Blanc,Berline,Italie,19500,12220.0
Kia,Ceed,2024,230959,2026-02-25,Essence,Automatique,200,Euro 6,Rouge,Crossover,Espagne,23000,20020.0
Ford,Kuga,2011,239743,2011-05-25,Diesel,Manuelle,150,Euro 4,Gris,SUV,Allemagne,34000,13490.0
Renault,Talisman,2006,86213,2008-11-10,Gaz,Manuelle,110,Euro 3,Rouge,SUV,USA,40000,16188.0
Volkswagen,Golf,2015,26210,2018-07-13,Essence,Manuelle,110,Euro 5,Noir,SUV,Japon,25000,17821.0
Renault,Megane,2010,106528,2012-12-29,Diesel,Automatique,110,Euro 4,Noir,Break,Espagne,25000,13488.0
Kia,Sportage,2013,69206,2013-10-02,Diesel,Automatique,90,Euro 4,Noir,Berline,France,34000,22509.0
Audi,A3,2018,91204,2018-02-15,Electrique,Manuelle,90,Euro 1,Rouge,Crossover,Allemagne,34000,29127.0
Citroen,C3,2020,128375,2021-03-08,Essence,Manuelle,110,Euro 6,Gris,SUV,USA,16000,12236.0
Citroen,C3,2012,63918,2015-12-30,Essence,Manuelle,150,Euro 4,Gris,Break,Italie,16000,9570.0
Mercedes,Classe C,2019,56042,2020-05-14,Hybride,Manuelle,130,Euro 1,Rouge,Break,Espagne,55000,47440.0
Hyundai,i30,2009,231436,2012-05-22,Essence,Manuelle,200,Euro 3,Bleu,Break,USA,22000,7360.0
Toyota,RAV4,2014,92716,2017-04-27,Diesel,Manuelle,110,Euro 4,Bleu,Berline,France,37000,23241.0
Dacia,Sandero,2007,181253,2008-03-26,Essence,Manuelle,110,Euro 3,Noir,Break,Espagne,15900,4960.0
Audi,A6,2011,213990,2013-07-16,Diesel,Manuelle,110,Euro 4,Gris,Crossover,France,72000,29240.0
Dacia,Spring,2019,33520,2020-10-18,Gaz,Manuelle,130,Euro 5,Blanc,Monospace,France,22000,20336.0
Mercedes,Classe A,2019,175479,2020-11-20,Hybride,Manuelle,110,Euro 1,Blanc,SUV,Allemagne,38000,28628.0
Renault,Megane,2015,98443,2017-10-03,Essence,Manuelle,90,Euro 5,Bleu,SUV,Allemagne,25000,15936.0
Peugeot,308,2019,192827,2021-06-24,Diesel,Automatique,150,Euro 5,Noir,Monospace,USA,30000,22110.0
Kia,Ceed,2014,176185,2016-12-28,Gaz,Manuelle,90,Euro 4,Gris,Crossover,USA,23000,13462.0
Citroen,C3,2007,57479,2009-11-10,Essence,Manuelle,200,Euro 3,Gris,Monospace,Allemagne,16000,7480.0
Peugeot,5008,2011,116637,2012-06-02,Diesel,Automatique,110,Euro 4,Blanc,Break,France,42000,22550.0
Kia,Sportage,2007,71784,2008-05-20,Gaz,Automatique,90,Euro 3,Gris,Monospace,USA,34000,16128.0
Toyota,Yaris,2020,188149,2022-07-02,Diesel,Automatique,200,Euro 6,Noir,Break,Italie,19000,16100.0
Kia,Sportage,2018,237026,2021-03-23,Hybride,Manuelle,200,Euro 1,Gris,Monospace,France,34000,23010.0
BMW,X5,2017,154270,2018-03-26,Diesel,Automatique,90,Euro 5,Bleu,Berline,USA,80000,53056.0
Volkswagen,Golf,2019,238093,2020-04-23,Diesel,Manuelle,150,Euro 5,Blanc,SUV,USA,25000,16430.0
Audi,A3,2011,134246,2014-02-04,Hybride,Automatique,200,Euro 1,Blanc,Monospace,USA,34000,19680.0
Renault,Megane,2005,247103,2005-11-10,Essence,Manuelle,200,Euro 3,Gris,Monospace,Allemagne,25000,4940.0
Audi,A4,2016,61299,2018-10-09,Hybride,Manuelle,110,Euro 1,Blanc,Crossover,Allemagne,48000,36470.0
Ford,Fiesta,2019,212102,2021-07-30,Essence,Manuelle,200,Euro 5,Gris,Break,Italie,18000,12160.0
Dacia,Duster,2023,73509,2026-12-21,Gaz,Automatique,130,Euro 6,Bleu,Berline,France,19900,22230.0
Ford,Fiesta,2006,126689,2007-09-04,Diesel,Manuelle,200,Euro 3,Blanc,Crossover,USA,18000,6800.0
Toyota,Hilux,2007,173457,2008-12-12,Gaz,Manuelle,200,Euro 3,Rouge,Break,France,45000,15520.0
Volkswagen,Passat,2018,226099,2020-12-16,Electrique,Automatique,90,Euro 1,Blanc,Berline,USA,36000,26340.0
BMW,X5,2021,56695,2021-12-20,Gaz,Manuelle,90,Euro 6,Bleu,Monospace,Italie,80000,70864.0
Toyota,Hilux,2007,116318,2007-07-26,Essence,Manuelle,200,Euro 3,Rouge,Berline,Japon,45000,17480.0
Ford,Fiesta,2006,140332,2009-03-15,Diesel,Manuelle,130,Euro 3,Noir,Berline,Espagne,18000,6176.0
Audi,Q5,2007,30289,2009-05-27,Diesel,Automatique,130,Euro 3,Rouge,Crossover,France,65000,31418.0
Ford,Fiesta,2019,202525,2021-12-02,Hybride,Automatique,110,Euro 1,Rouge,Monospace,Allemagne,18000,15665.0
Dacia,Spring,2014,29838,2016-06-30,Hybride,Automatique,130,Euro 1,Bleu,Break,Italie,22000,19244.0
Volkswagen,Arteon,2006,15754,2006-10-08,Gaz,Manuelle,200,Euro 3,Gris,SUV,Japon,48000,23175.0
Kia,Sportage,2016,230542,2017-11-29,Diesel,Automatique,110,Euro 5,Blanc,SUV,France,34000,19663.0
Toyota,RAV4,2019,194480,2020-08-01,Essence,Automatique,130,Euro 5,Rouge,SUV,Allemagne,37000,25938.0
Ford,Kuga,2011,57517,2014-01-28,Gaz,Automatique,110,Euro 4,Blanc,Break,Italie,34000,21616.0
Peugeot,308,2015,206830,2017-10-28,Essence,Automatique,130,Euro 5,Gris,Crossover,Allemagne,30000,17119.0
Kia,Sportage,2009,189619,2009-05-21,Gaz,Manuelle,200,Euro 3,Gris,Break,USA,34000,13875.0
Ford,Focus,2024,230449,2025-08-09,Hybride,Manuelle,110,Euro 1,Rouge,Berline,France,26000,23177.0
Peugeot,3008,2013,12466,2016-01-02,Hybride,Manuelle,200,Euro 1,Blanc,Crossover,USA,35000,26400.0
Renault,Captur,2024,106289,2025-10-22,Hybride,Manuelle,130,Euro 1,Gris,Monospace,USA,28000,29070.0
Hyundai,Tucson,2010,195349,2010-08-17,Gaz,Automatique,90,Euro 4,Bleu,SUV,France,35000,15366.0
Dacia,Sandero,2022,105049,2023-09-30,Diesel,Automatique,130,Euro 6,Gris,SUV,Japon,15900,16128.0
Renault,Megane,2014,86883,2017-08-24,Essence,Automatique,200,Euro 4,Blanc,Monospace,Allemagne,25000,17360.0
BMW,Serie 3,2018,156209,2018-06-02,Gaz,Automatique,150,Euro 5,Rouge,Break,Espagne,45000,33500.0
Ford,Kuga,2021,247951,2021-10-13,Diesel,Manuelle,150,Euro 6,Gris,Monospace,Espagne,34000,23785.0
Ford,Fiesta,2017,111385,2020-02-03,Hybride,Automatique,90,Euro 1,Blanc,Break,USA,18000,16252.0
Citroen,C5 Aircross,2019,85393,2021-09-11,Hybride,Manuelle,110,Euro 1,Rouge,Monospace,Espagne,35000,30107.0
Tesla,Model S,2014,78677,2017-01-10,Essence,Automatique,90,Euro 4,Noir,Break,Italie,95000,61047.0
Hyundai,i20,2006,159573,2006-07-04,Diesel,Automatique,200,Euro 3,Noir,Berline,France,19500,7285.0
Citroen,C4,2021,70340,2023-04-29,Essence,Manuelle,130,Euro 6,Gris,Berline,Espagne,24000,20412.0
Renault,Megane,2019,83068,2022-09-29,Hybride,Automatique,110,Euro 1,Bleu,Berline,USA,25000,23947.0
Kia,Rio,2020,38109,2020-06-30,Essence,Manuelle,90,Euro 6,Gris,Break,Italie,18900,15980.0
BMW,X5,2017,75206,2017-09-06,Gaz,Automatique,150,Euro 5,Noir,Break,France,80000,61200.0
Mercedes,Classe A,2022,66212,2023-01-13,Essence,Manuelle,110,Euro 6,Gris,Break,Espagne,38000,33528.0
Citroen,C5 Aircross,2021,225417,2023-09-25,Essence,Automatique,110,Euro 6,Gris,SUV,Japon,35000,25599.0
Volkswagen,Golf,2009,199064,2012-08-05,Essence,Automatique,110,Euro 3,Blanc,Berline,USA,25000,9756.0
Renault,Clio,2011,58778,2013-02-20,Diesel,Manuelle,110,Euro 4,Gris,Break,Japon,17000,10136.0
Peugeot,3008,2016,67120,2017-04-23,Diesel,Manuelle,110,Euro 5,Gris,Monospace,Japon,35000,25270.0
Dacia,Spring,2022,116868,2025-05-17,Gaz,Automatique,90,Euro 6,Bleu,SUV,Italie,22000,21912.0
Toyota,RAV4,2021,143822,2021-11-05,Gaz,Automatique,150,Euro 6,Noir,Monospace,Espagne,37000,32340.0
Hyundai,i20,2012,225540,2012-02-04,Gaz,Manuelle,90,Euro 4,Blanc,Berline,Allemagne,19500,9198.0
Dacia,Spring,2015,90350,2017-01-14,Hybride,Manuelle,110,Euro 1,Blanc,SUV,Italie,22000,16704.0
Citroen,C3,2010,216866,2013-04-17,Hybride,Automatique,150,Euro 1,Rouge,SUV,Espagne,16000,8325.0
Citroen,C4,2006,169131,2008-06-19,Essence,Automatique,150,Euro 3,Gris,Crossover,France,24000,7950.0
Renault,Talisman,2014,206322,2016-07-28,Hybride,Automatique,130,Euro 1,Blanc,Crossover,Italie,40000,23150.0
Kia,Sportage,2005,168855,2006-02-21,Essence,Automatique,110,Euro 3,Rouge,Berline,Italie,34000,9747.0
Tesla,Model 3,2007,18666,2009-12-09,Diesel,Manuelle,150,Euro 3,Rouge,Crossover,Espagne,45000,22320.0
Kia,Rio,2017,152058,2019-06-13,Gaz,Manuelle,130,Euro 5,Gris,SUV,Italie,18900,13888.0
BMW,Serie 3,2022,32238,2025-07-17,Hybride,Manuelle,90,Euro 1,Bleu,Monospace,France,45000,44499.0
Tesla,Model X,2006,85190,2007-10-13,Diesel,Automatique,150,Euro 3,Blanc,SUV,Allemagne,120000,46930.0
Toyota,Corolla,2017,184197,2020-03-03,Hybride,Automatique,150,Euro 1,Blanc,Crossover,Japon,28000,21045.0
Volkswagen,Arteon,2009,86431,2010-11-23,Gaz,Manuelle,130,Euro 3,Noir,SUV,USA,48000,23876.0
Kia,Sportage,2010,144120,2013-02-04,Hybride,Manuelle,90,Euro 1,Noir,Crossover,Italie,34000,16676.0
Citroen,C5 Aircross,2009,242303,2011-12-21,Essence,Automatique,110,Euro 3,Noir,Crossover,France,35000,11501.0
Renault,Megane,2018,247977,2018-05-16,Diesel,Manuelle,90,Euro 5,Blanc,SUV,USA,25000,15022.0
Kia,Ceed,2015,54311,2018-07-19,Diesel,Automatique,130,Euro 5,Gris,Berline,Japon,23000,17884.0
